Subject	Predicate	Object
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P62_depicts	ngo:0FJS-0001-0000-0000
Nb53e9e787d604d1dbc87d8d24565a097	rdf:type	crm:E36_Visual_Item
aat:300379861	rdfs:label	imaging (image making process)
ngo:BECN-6TJY-JP06-6GOL	rdf:type	crm:E36_Visual_Item
wd:Q1144928	rdfs:label	filename
Nbe5939fdbc37458e86da5b3335fd4b61	rdf:type	crm:E54_Dimension
Nb658ced3259a4fc08412a33d9fb6136b	crm:P2_has_type	aat:300265863
N67201fd0b49342fda89664a0b1696f0b	rdfs:label	N-1171-00-000198.tif
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P108i_was_produced_by	ngo:O9U2-11Y0-BFTZ-7SQW
Nb658ced3259a4fc08412a33d9fb6136b	rdf:type	crm:E54_Dimension
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P138_represents	ngo:0FJS-0001-0000-0000
Nd9bc3d91d9294646ab4e5145dc5ac769	crm:P43_has_dimension	Nbe5939fdbc37458e86da5b3335fd4b61
aat:300056058	rdfs:label	x-ray (radiation)
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P43_has_dimension	Ndf7a5e4882d046fabb3a0ca58c98ebc8
N67201fd0b49342fda89664a0b1696f0b	crm:P2_has_type	wd:Q1144928
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P43_has_dimension	N1ca9591f2f6a49d6911668fe1f89d6f8
ngo:O9U2-11Y0-BFTZ-7SQW	crm:P39_measured	ngo:0FJS-0001-0000-0000
Ndf7a5e4882d046fabb3a0ca58c98ebc8	crm:P2_has_type	crm:E54_Dimension
N1d46c0cb1e6f43d2b0f1bcf782ca9ee4	crm:P2_has_type	crm:E54_Dimension
N1ca9591f2f6a49d6911668fe1f89d6f8	crm:P2_has_type	crm:E54_Dimension
ngo:BECN-6TJY-JP06-6GOL	crm:P2_has_type	crm:E36_Visual_Item
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P70i_is_documented_in	ngo:AYRO-6FZX-SUBA-G90J
aat:300265866	rdfs:label	bits (computing)
Nb53e9e787d604d1dbc87d8d24565a097	crm:P2_has_type	crm:E36_Visual_Item
wd:Q270159	rdfs:label	8-bit
Nb53e9e787d604d1dbc87d8d24565a097	rdfs:label	http://cima.ng-london.org.uk/fcgi-bin/iipsrv.fcgi?FIF=/pics/tmp/raphael_pyr/N-1171/16.1_X-Ray_Images/N-1171-00-000198-PYR.tif&QLT=75&cnt=1&WID=256&CVT=JPEG
Ndf7a5e4882d046fabb3a0ca58c98ebc8	crm:P91_has_unit	aat:300266190
aat:300266190	rdfs:label	pixels
N1ca9591f2f6a49d6911668fe1f89d6f8	crm:P91_has_unit	aat:300266190
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P2_has_type	aat:300266226
aat:300410392	rdfs:label	bit depth
aat:300215302	rdfs:label	digital images
ngo:M9OM-3A5O-6RCT-O1Z3	crm:P2_has_type	aat:300215302
Nb658ced3259a4fc08412a33d9fb6136b	crm:P91_has_unit	aat:300265869
Nd9bc3d91d9294646ab4e5145dc5ac769	rdfs:label	ng-london/1 X-Ray Images/N-1171-00-000198-PYR
Ndf7a5e4882d046fabb3a0ca58c98ebc8	rdf:type	crm:E54_Dimension
N1d46c0cb1e6f43d2b0f1bcf782ca9ee4	rdf:type	crm:E54_Dimension
N1ca9591f2f6a49d6911668fe1f89d6f8	rdf:type	crm:E54_Dimension
ngo:O9U2-11Y0-BFTZ-7SQW	crm:P2_has_type	crm:E16_Measurement
ngo:M9OM-3A5O-6RCT-O1Z3	rdf:type	dig:D1_Digital_Object
ngo:O9U2-11Y0-BFTZ-7SQW	crm:P125_used_object_of_type	aat:300056058
Nb658ced3259a4fc08412a33d9fb6136b	crm:P2_has_type	crm:E54_Dimension
N67201fd0b49342fda89664a0b1696f0b	rdf:type	crm:E42_Identifier
ngo:O9U2-11Y0-BFTZ-7SQW	crm:P32_used_general_technique	aat:300419323
N1d46c0cb1e6f43d2b0f1bcf782ca9ee4	crm:P2_has_type	wd:Q270159
ngo:M9OM-3A5O-6RCT-O1Z3	dig:L57_has_pixel_height	5862
Nbe5939fdbc37458e86da5b3335fd4b61	rdfs:label	Number of pyramidal levels
ngo:O9U2-11Y0-BFTZ-7SQW	crm:P2_has_type	aat:300379861
